channel,channel_class,rows,worst_current_margin,current_amplitude_headroom,S_T_safe_max_current,worst_future_margin_1e35,future_amplitude_suppression_needed,S_T_safe_max_future_1e35,worst_current_scenario,worst_current_spectrum,worst_current_epsilon,worst_current_phase,worst_future_scenario,worst_future_spectrum,worst_future_epsilon,worst_future_phase
LLLL_downdownup_Knu,Knu,504,1.339616663245753,1.1574181021764576,8.680635766323432e-06,0.3215079991789807,1.7636163184944824,4.2526256540892085e-06,democratic_all_stress,near_unsafe_20TeV,0.9,0.0,democratic_all_stress,near_unsafe_20TeV,0.9,0.0
LLLL_upupdown_K0mu,K0mu,504,20.756638897918233,4.555945445011193,3.416959083758395e-05,2.075663889791823,1.0,1.0805373376278584e-05,democratic_all_stress,near_unsafe_20TeV,0.9,2.0943951023931953,democratic_all_stress,near_unsafe_20TeV,0.9,2.0943951023931953
LLLL_upupdown_Knu,Knu,504,1.113032669677855,1.0550036349121528,7.912527261841147e-06,0.2671278407226852,1.934819354901354,3.876330873474431e-06,democratic_all_stress,near_unsafe_20TeV,0.9,4.1887902047863905,democratic_all_stress,near_unsafe_20TeV,0.9,4.1887902047863905
LLLL_uude_epi,e_pi,504,4.208567918513467,2.0514794462810166,1.5386095847107626e-05,1.010056300443232,1.0,7.537616791793795e-06,democratic_all_stress,near_unsafe_20TeV,0.9,2.0943951023931953,democratic_all_stress,near_unsafe_20TeV,0.9,2.0943951023931953
RRRR_uude_epi,e_pi,504,124.97653260133191,11.179290344262999,8.38446775819725e-05,29.994367824319657,1.0,4.107533554480086e-05,democratic_RR_stress,near_unsafe_20TeV,0.9,2.0943951023931953,democratic_RR_stress,near_unsafe_20TeV,0.9,2.0943951023931953
RRRR_uusd_anycharged,Knu,504,12.286575251838135,3.5052211416454364,2.6289158562340773e-05,2.9487780604411524,1.0,1.2879004848970856e-05,right_third_split,near_unsafe_20TeV,0.9,4.1887902047863905,right_third_split,near_unsafe_20TeV,0.9,4.1887902047863905
